hotel_id,hotel_name,district,overall_safety,women_safety,family_safety,night_safety,harassment_reports,theft_reports,last_updated
H00275,Amangalla Hambantota,Hambantota,3.04,2.87,3.78,2.96,7,1,2024-05-06
H00276,Jetwing Blue Negombo,Negombo,4.01,4.0,3.48,4.43,7,8,2024-02-26
H00277,Jetwing Blue Gampaha,Gampaha,3.86,2.92,3.62,3.96,3,3,2024-04-11
H00278,Kings Pavilion Gampaha,Gampaha,2.94,3.35,2.53,2.35,7,3,2024-06-18
H00279,Jetwing Blue Matale,Matale,4.71,4.88,5.17,4.22,13,10,2024-10-27
H00280,Lighthouse Hotel Ratnapura,Ratnapura,4.03,3.68,3.56,4.05,14,6,2024-11-15
H00281,Lighthouse Hotel Galle,Galle,2.86,3.85,2.15,2.32,12,8,2024-03-09
H00282,Amangalla Kalutara,Kalutara,2.73,1.95,3.03,2.26,9,9,2024-04-24
H00283,Tintagel Colombo Kalutara,Kalutara,3.82,3.48,4.08,3.38,8,4,2024-09-19
H00284,Amangalla Hambantota,Hambantota,4.99,5.29,5.02,4.15,13,8,2024-12-04
H00285,Lighthouse Hotel Monaragala,Monaragala,2.83,3.37,3.19,2.14,12,4,2024-07-28
H00286,Amangalla Polonnaruwa,Polonnaruwa,2.67,3.3,2.61,2.59,11,1,2024-03-01
H00287,Jetwing Blue Kilinochchi,Kilinochchi,3.89,3.16,4.06,3.24,14,0,2024-04-29
H00288,Kings Pavilion Kegalle,Kegalle,1.65,1.67,1.03,1.45,12,6,2024-12-07
H00289,Villa Rosa Ella,Ella,2.95,2.39,2.83,3.2,7,6,2024-12-13
H00290,Jetwing Blue Gampaha,Gampaha,4.61,5.37,5.01,4.04,6,5,2024-01-18
H00291,Amangalla Galle,Galle,2.27,2.33,1.49,1.2,12,5,2024-02-16
H00292,Araliya Beach Negombo,Negombo,4.15,4.91,4.18,3.09,9,6,2024-06-02
H00293,The Kandy House Polonnaruwa,Polonnaruwa,1.73,0.76,2.52,0.7,4,4,2024-10-21
H00294,98 Acres Resort Ampara,Ampara,1.73,2.6,1.47,2.01,14,10,2024-09-09
H00295,Amangalla Kilinochchi,Kilinochchi,4.64,4.78,4.38,4.5,4,6,2024-09-05
H00296,Lighthouse Hotel Matale,Matale,4.09,4.3,4.73,4.07,11,2,2024-10-29
H00297,Cinnamon Grand Galle,Galle,2.81,3.37,3.27,2.61,1,5,2024-11-22
H00298,Lighthouse Hotel Matale,Matale,4.3,4.12,4.62,4.18,14,3,2024-04-18
H00299,Kings Pavilion Mirissa,Mirissa,2.71,1.89,2.06,1.98,15,5,2024-04-17
H00300,Lighthouse Hotel Kegalle,Kegalle,4.74,5.64,5.5,4.83,6,8,2024-01-25
H00301,The Kandy House Ratnapura,Ratnapura,2.27,1.63,1.57,2.37,13,0,2024-07-01
H00302,Cinnamon Grand Trincomalee,Trincomalee,2.64,3.08,2.34,2.84,2,4,2024-05-28
H00303,Cinnamon Grand Badulla,Badulla,4.44,3.49,4.45,4.58,0,3,2024-11-06
H00304,98 Acres Resort Kandy,Kandy,1.81,2.55,2.33,0.69,2,0,2024-07-14
H00305,Lighthouse Hotel Kandy,Kandy,4.52,4.25,4.97,4.53,4,2,2024-05-09
H00306,Cinnamon Grand Mirissa,Mirissa,2.14,2.86,1.9,2.45,6,0,2024-12-17
H00307,Amangalla Jaffna,Jaffna,2.07,2.92,1.72,1.02,15,2,2024-08-10
H00308,98 Acres Resort Kandy,Kandy,3.29,3.27,3.06,3.09,13,1,2024-05-14
H00309,Araliya Beach Colombo,Colombo,3.0,3.69,2.22,2.23,12,6,2024-04-14
H00310,The Kandy House Jaffna,Jaffna,4.56,3.71,4.36,4.62,7,1,2024-11-24
H00311,Araliya Beach Badulla,Badulla,4.51,4.19,3.71,3.45,0,4,2024-09-19
H00312,Jetwing Blue Kilinochchi,Kilinochchi,4.05,3.65,4.37,4.28,12,6,2024-12-13
H00313,Cinnamon Grand Anuradhapura,Anuradhapura,4.95,5.61,5.52,4.55,9,2,2024-11-29
H00314,Jetwing Blue Matara,Matara,2.96,2.55,2.43,2.92,1,8,2024-08-14
H00315,Lighthouse Hotel Kandy,Kandy,4.7,5.17,4.24,5.03,9,1,2024-05-12
H00316,98 Acres Resort Kegalle,Kegalle,2.31,2.9,1.91,1.87,14,2,2024-10-23
H00317,Cinnamon Grand Trincomalee,Trincomalee,3.84,3.71,4.15,3.84,7,9,2024-01-06
H00318,Villa Rosa Kalutara,Kalutara,3.65,3.34,3.78,3.02,5,6,2024-09-01
H00319,The Kandy House Trincomalee,Trincomalee,4.69,5.18,4.43,3.6,8,1,2024-11-12
H00320,98 Acres Resort Matale,Matale,4.88,4.61,4.15,4.71,10,7,2024-05-11
H00321,98 Acres Resort Mirissa,Mirissa,3.71,4.51,3.43,2.91,4,6,2024-03-28
H00322,Amangalla Mannar,Mannar,4.08,4.07,3.35,4.42,15,10,2024-10-27
H00323,Tintagel Colombo Sigiriya,Sigiriya,3.8,3.19,4.3,3.51,4,0,2024-10-30
H00324,Lighthouse Hotel Ella,Ella,4.53,3.92,4.98,4.47,3,6,2024-12-28
H00325,Tintagel Colombo Kalutara,Kalutara,4.11,3.64,4.31,4.21,10,8,2024-08-01
H00326,Amangalla Ampara,Ampara,2.33,3.05,1.78,2.27,6,2,2024-02-05
H00327,Kings Pavilion Monaragala,Monaragala,2.86,2.02,2.42,2.79,8,10,2024-03-28
H00328,Cinnamon Grand Kilinochchi,Kilinochchi,4.44,3.58,4.35,4.89,0,1,2024-06-26
H00329,Amangalla Ratnapura,Ratnapura,3.15,2.34,3.34,2.3,0,8,2024-08-17
H00330,Amangalla Kilinochchi,Kilinochchi,4.21,3.61,4.88,4.22,2,4,2024-09-13
H00331,Tintagel Colombo Jaffna,Jaffna,3.05,2.28,3.21,3.4,4,7,2024-09-25
H00332,Tintagel Colombo Monaragala,Monaragala,3.35,4.05,3.01,2.39,3,1,2024-09-05
H00333,Lighthouse Hotel Colombo,Colombo,2.66,2.62,3.34,1.68,9,6,2024-03-19
H00334,Villa Rosa Jaffna,Jaffna,2.93,2.0,2.69,2.69,3,2,2024-02-25
H00335,Lighthouse Hotel Sigiriya,Sigiriya,4.72,4.18,5.18,4.57,8,0,2024-09-08
H00336,Tintagel Colombo Matara,Matara,2.53,3.22,2.21,2.97,2,5,2024-10-04
H00337,98 Acres Resort Polonnaruwa,Polonnaruwa,2.96,3.57,3.1,2.06,4,0,2024-11-07
H00338,98 Acres Resort Mirissa,Mirissa,3.01,2.8,3.08,2.04,2,5,2024-09-21
H00339,Kings Pavilion Kalutara,Kalutara,2.96,2.07,3.4,2.29,15,10,2024-09-21
H00340,Amangalla Kilinochchi,Kilinochchi,2.42,2.04,2.74,2.61,6,3,2024-04-04
H00341,Araliya Beach Negombo,Negombo,3.07,2.61,3.53,3.39,5,10,2024-03-17
H00342,Tintagel Colombo Matara,Matara,4.44,4.83,4.01,3.65,15,10,2024-03-06
H00343,Villa Rosa Matale,Matale,4.49,3.51,5.25,3.45,5,2,2024-10-28
H00344,Villa Rosa Sigiriya,Sigiriya,4.39,4.04,5.03,3.59,10,4,2024-08-21
H00345,Cinnamon Grand Matara,Matara,2.27,1.75,1.71,1.45,11,1,2024-09-13
H00346,The Kandy House Negombo,Negombo,2.22,2.38,2.57,1.4,2,4,2024-04-22
H00347,98 Acres Resort Kurunegala,Kurunegala,2.43,1.53,1.83,1.87,10,1,2024-06-24
H00348,98 Acres Resort Kurunegala,Kurunegala,4.09,4.57,3.53,4.54,12,10,2024-12-27
H00349,98 Acres Resort Kalutara,Kalutara,4.95,4.18,4.26,5.06,11,2,2024-10-21
H00350,Kings Pavilion Jaffna,Jaffna,2.52,3.2,2.74,1.48,12,1,2024-03-25
H00351,Amangalla Kandy,Kandy,1.86,1.4,2.17,0.97,7,0,2024-08-18
H00352,Jetwing Blue Badulla,Badulla,2.18,2.1,1.51,1.66,1,3,2024-04-29
H00353,The Kandy House Sigiriya,Sigiriya,4.3,4.36,3.97,3.75,10,2,2024-12-10
H00354,Tintagel Colombo Kurunegala,Kurunegala,1.59,1.4,2.25,1.09,0,9,2024-05-24
H00355,Villa Rosa Kurunegala,Kurunegala,4.5,4.77,5.18,3.64,11,9,2024-10-30
H00356,Villa Rosa Mannar,Mannar,4.84,4.18,4.88,5.15,2,7,2024-07-18
H00357,Amangalla Kurunegala,Kurunegala,4.77,4.44,4.53,4.29,7,9,2024-11-05
H00358,Jetwing Blue Monaragala,Monaragala,2.44,3.13,2.37,2.62,3,10,2024-08-07
H00359,Jetwing Blue Jaffna,Jaffna,4.2,3.39,4.69,3.6,1,7,2024-06-29
H00360,The Kandy House Kegalle,Kegalle,3.87,2.87,4.6,3.98,14,4,2024-03-17
H00361,Araliya Beach Jaffna,Jaffna,2.11,2.73,2.89,2.0,11,10,2024-05-08
H00362,Cinnamon Grand Ella,Ella,1.55,2.1,1.39,0.41,13,6,2024-03-02
H00363,Villa Rosa Vavuniya,Vavuniya,3.48,2.65,3.52,3.81,11,5,2024-12-02
H00364,Kings Pavilion Ratnapura,Ratnapura,4.45,3.46,4.15,4.27,1,7,2024-07-22
H00365,Araliya Beach Galle,Galle,4.04,4.04,3.6,3.9,1,8,2024-01-01
H00366,The Kandy House Monaragala,Monaragala,2.24,2.13,2.56,1.04,9,5,2024-04-21
H00367,98 Acres Resort Kilinochchi,Kilinochchi,1.72,1.13,1.79,0.85,15,5,2024-10-10
H00368,Amangalla Ella,Ella,4.27,4.56,3.94,4.29,0,7,2024-06-21
H00369,Villa Rosa Ampara,Ampara,4.4,3.95,4.25,3.92,1,0,2024-03-06
H00370,The Kandy House Batticaloa,Batticaloa,4.54,3.6,4.16,3.51,10,8,2024-08-17
H00371,Jetwing Blue Mirissa,Mirissa,4.59,4.63,5.29,3.56,2,2,2024-10-18
H00372,Kings Pavilion Ella,Ella,2.46,2.07,1.81,2.6,10,6,2024-03-26
H00373,Kings Pavilion Matale,Matale,2.28,2.69,1.6,1.5,1,7,2024-07-11
H00374,Villa Rosa Mannar,Mannar,1.86,1.37,1.62,2.12,1,7,2024-05-05
H00375,Tintagel Colombo Hambantota,Hambantota,4.43,4.99,4.14,4.74,6,7,2024-11-25
H00376,Tintagel Colombo Nuwara_Eliya,Nuwara_Eliya,1.58,2.21,1.21,2.07,1,9,2024-05-16
H00377,Villa Rosa Jaffna,Jaffna,2.4,1.75,2.03,1.36,5,10,2024-04-05
H00378,Villa Rosa Ratnapura,Ratnapura,4.65,4.27,4.47,3.93,4,2,2024-03-18
H00379,Cinnamon Grand Nuwara_Eliya,Nuwara_Eliya,3.4,4.08,3.75,3.11,15,5,2024-02-18
H00380,Lighthouse Hotel Matale,Matale,3.91,4.68,4.53,3.78,7,9,2024-08-25
H00381,Tintagel Colombo Kandy,Kandy,2.67,2.03,3.02,1.68,8,2,2024-05-12
H00382,Cinnamon Grand Kegalle,Kegalle,3.63,3.3,3.63,3.79,15,0,2024-11-13
H00383,The Kandy House Kandy,Kandy,4.74,5.62,4.29,3.72,15,8,2024-08-17
H00384,Villa Rosa Puttalam,Puttalam,2.85,2.25,2.22,1.69,7,6,2024-12-28
H00385,Amangalla Matale,Matale,3.32,3.61,3.61,2.43,5,6,2024-01-03
H00386,Jetwing Blue Gampaha,Gampaha,2.52,3.39,3.12,2.97,2,2,2024-04-20
H00387,Lighthouse Hotel Batticaloa,Batticaloa,2.07,1.7,1.72,2.4,10,1,2024-03-21
H00388,Villa Rosa Kurunegala,Kurunegala,2.5,1.52,3.23,2.19,10,5,2024-04-23
H00389,Araliya Beach Matara,Matara,4.87,4.17,4.21,4.26,15,9,2024-11-23
H00390,Lighthouse Hotel Gampaha,Gampaha,3.66,3.18,4.18,3.22,13,6,2024-08-08
H00391,Araliya Beach Polonnaruwa,Polonnaruwa,3.22,3.76,3.49,3.29,6,1,2024-06-01
H00392,Amangalla Vavuniya,Vavuniya,2.23,2.43,2.3,2.53,3,1,2024-04-01
H00393,Lighthouse Hotel Mannar,Mannar,2.79,2.72,2.17,2.33,3,7,2024-01-19
H00394,98 Acres Resort Monaragala,Monaragala,3.99,3.17,3.32,3.58,7,6,2024-04-14
H00395,98 Acres Resort Puttalam,Puttalam,2.53,1.81,2.26,2.47,3,6,2024-06-14
H00396,The Kandy House Hambantota,Hambantota,4.28,3.81,3.9,4.0,6,7,2024-09-12
H00397,Cinnamon Grand Hambantota,Hambantota,4.03,4.16,3.97,4.1,5,8,2024-04-12
H00398,Jetwing Blue Vavuniya,Vavuniya,3.98,3.37,4.31,4.18,6,2,2024-03-21
H00399,98 Acres Resort Negombo,Negombo,4.45,4.88,4.11,4.87,15,9,2024-06-06
H00400,98 Acres Resort Kandy,Kandy,2.86,2.91,3.35,1.92,11,4,2024-06-05
H00401,Lighthouse Hotel Kilinochchi,Kilinochchi,4.03,4.64,4.77,3.7,14,7,2024-12-28
H00402,Amangalla Kilinochchi,Kilinochchi,1.95,2.6,2.52,2.24,11,6,2024-09-24
H00403,Villa Rosa Colombo,Colombo,3.99,4.05,4.61,3.5,2,7,2024-08-31
H00404,Jetwing Blue Trincomalee,Trincomalee,4.49,3.94,4.42,4.8,2,10,2024-02-02
H00405,Cinnamon Grand Kegalle,Kegalle,4.18,5.12,4.8,4.0,10,3,2024-06-26
H00406,Araliya Beach Kandy,Kandy,4.83,4.1,5.16,3.86,2,1,2024-06-15
H00407,Jetwing Blue Anuradhapura,Anuradhapura,2.24,1.55,1.82,2.38,5,2,2024-05-14
H00408,Villa Rosa Matara,Matara,3.05,2.53,2.51,2.9,3,8,2024-06-27
H00409,Tintagel Colombo Sigiriya,Sigiriya,4.62,4.17,4.99,4.12,15,4,2024-07-11
H00410,Villa Rosa Kurunegala,Kurunegala,3.75,4.2,3.58,3.98,15,2,2024-08-27
H00411,98 Acres Resort Gampaha,Gampaha,1.95,1.54,1.83,0.97,4,0,2024-12-03
H00412,Villa Rosa Puttalam,Puttalam,4.97,4.78,5.0,5.07,6,6,2024-10-30
H00413,Jetwing Blue Kandy,Kandy,4.85,4.08,4.59,5.23,8,1,2024-10-13
H00414,Kings Pavilion Kurunegala,Kurunegala,4.2,3.5,4.08,3.7,14,8,2024-11-27
H00415,Cinnamon Grand Anuradhapura,Anuradhapura,3.41,2.82,3.4,3.83,11,2,2024-02-02
H00416,Jetwing Blue Monaragala,Monaragala,2.36,2.57,1.75,2.53,3,8,2024-01-01
H00417,Amangalla Kurunegala,Kurunegala,2.66,3.34,3.0,2.38,15,1,2024-04-14
H00418,The Kandy House Polonnaruwa,Polonnaruwa,2.44,3.35,2.45,2.17,10,6,2024-02-26
H00419,Tintagel Colombo Ella,Ella,4.79,5.3,4.0,5.27,11,0,2024-10-12
H00420,Jetwing Blue Negombo,Negombo,2.07,2.77,1.36,2.13,3,10,2024-03-02
H00421,Jetwing Blue Badulla,Badulla,2.07,2.13,1.29,1.74,7,0,2024-01-02
H00422,Jetwing Blue Sigiriya,Sigiriya,4.01,3.48,3.57,2.91,4,8,2024-08-15
H00423,Villa Rosa Batticaloa,Batticaloa,3.77,3.82,3.21,2.83,7,2,2024-09-01
H00424,Kings Pavilion Matale,Matale,4.69,5.39,5.03,4.27,6,0,2024-04-18
H00425,98 Acres Resort Negombo,Negombo,2.84,2.85,3.61,1.73,9,9,2024-09-30
H00426,Kings Pavilion Matale,Matale,3.66,3.19,3.2,2.79,5,3,2024-05-02
H00427,Cinnamon Grand Colombo,Colombo,4.45,5.45,3.82,4.08,14,10,2024-01-02
H00428,The Kandy House Trincomalee,Trincomalee,2.77,2.3,3.07,2.99,0,9,2024-04-19
H00429,Tintagel Colombo Kurunegala,Kurunegala,3.71,2.94,3.05,3.31,0,0,2024-07-04
H00430,Amangalla Kalutara,Kalutara,4.25,4.6,4.49,4.33,11,1,2024-04-30
H00431,Villa Rosa Sigiriya,Sigiriya,1.86,1.5,2.64,1.1,8,7,2024-11-24
H00432,Araliya Beach Matara,Matara,3.81,3.98,3.78,3.47,2,6,2024-03-14
H00433,Lighthouse Hotel Trincomalee,Trincomalee,2.19,1.58,2.04,1.45,1,3,2024-03-11
H00434,Tintagel Colombo Kegalle,Kegalle,3.76,2.81,4.13,3.93,15,0,2024-11-20
H00435,Lighthouse Hotel Ratnapura,Ratnapura,4.19,3.87,3.73,3.6,14,4,2024-07-26
H00436,Araliya Beach Kurunegala,Kurunegala,4.8,4.1,4.87,4.6,14,4,2024-07-21
H00437,Jetwing Blue Galle,Galle,2.11,2.2,2.45,1.58,14,8,2024-08-12
H00438,Tintagel Colombo Anuradhapura,Anuradhapura,3.19,2.98,2.61,3.43,14,5,2024-10-10
H00439,The Kandy House Trincomalee,Trincomalee,4.08,4.9,3.48,3.12,14,3,2024-07-27
H00440,Cinnamon Grand Matara,Matara,3.84,4.74,3.17,3.65,9,6,2024-02-27
H00441,Lighthouse Hotel Sigiriya,Sigiriya,4.76,4.79,5.02,5.07,10,4,2024-08-26
H00442,Villa Rosa Negombo,Negombo,4.23,4.37,5.0,4.02,6,7,2024-08-14
H00443,Tintagel Colombo Gampaha,Gampaha,3.37,3.31,3.74,2.67,0,7,2024-11-01
H00444,Kings Pavilion Mannar,Mannar,2.31,2.16,1.63,1.59,12,7,2024-06-19
H00445,Kings Pavilion Trincomalee,Trincomalee,2.41,1.75,1.89,2.49,7,9,2024-02-25
H00446,Jetwing Blue Badulla,Badulla,1.79,2.44,1.23,1.02,10,6,2024-03-13
H00447,Amangalla Kalutara,Kalutara,3.32,3.4,3.09,3.78,3,4,2024-06-12
H00448,Lighthouse Hotel Ampara,Ampara,1.55,2.06,0.83,1.43,8,5,2024-11-17
H00449,Jetwing Blue Kandy,Kandy,3.15,3.14,3.19,3.54,0,7,2024-03-27
H00450,98 Acres Resort Colombo,Colombo,2.46,1.95,2.46,2.07,14,2,2024-11-14
H00451,Tintagel Colombo Negombo,Negombo,3.67,3.84,4.24,3.25,10,1,2024-12-16
H00452,Araliya Beach Puttalam,Puttalam,3.57,2.96,3.04,2.77,15,8,2024-12-09
H00453,Araliya Beach Ella,Ella,3.28,2.86,3.41,3.58,0,5,2024-02-28
H00454,Cinnamon Grand Puttalam,Puttalam,4.15,3.36,4.86,3.26,13,7,2024-02-12
H00455,Lighthouse Hotel Kandy,Kandy,4.26,5.01,3.54,3.51,0,10,2024-01-20
H00456,Kings Pavilion Anuradhapura,Anuradhapura,2.3,2.3,3.06,1.52,9,4,2024-09-03
H00457,Amangalla Matale,Matale,4.61,4.89,4.1,4.19,10,2,2024-11-18
H00458,Lighthouse Hotel Hambantota,Hambantota,4.99,4.9,4.9,4.67,7,7,2024-09-27
H00459,Tintagel Colombo Trincomalee,Trincomalee,2.77,2.66,2.19,1.86,13,7,2024-03-30
H00460,Villa Rosa Jaffna,Jaffna,3.52,2.59,3.21,3.5,9,1,2024-10-11
H00461,Villa Rosa Colombo,Colombo,1.74,1.99,1.36,1.23,6,3,2024-06-21
H00462,Cinnamon Grand Kandy,Kandy,1.88,1.55,2.64,1.01,12,6,2024-04-07
H00463,The Kandy House Ampara,Ampara,3.7,3.1,3.72,3.25,14,2,2024-08-24
H00464,Cinnamon Grand Galle,Galle,3.05,2.14,3.14,2.05,2,1,2024-12-15
H00465,Amangalla Gampaha,Gampaha,2.83,3.32,2.51,2.86,3,4,2024-03-31
H00466,Cinnamon Grand Gampaha,Gampaha,4.63,5.42,5.11,3.55,0,8,2024-02-28
H00467,Villa Rosa Kandy,Kandy,3.67,3.62,3.86,2.87,13,2,2024-07-18
H00468,Lighthouse Hotel Mirissa,Mirissa,4.62,4.3,5.38,3.58,4,8,2024-12-20
H00469,Amangalla Mannar,Mannar,4.26,3.57,5.04,3.42,2,5,2024-03-12
H00470,Kings Pavilion Kegalle,Kegalle,3.51,3.18,3.8,3.55,6,1,2024-01-14
H00471,Tintagel Colombo Jaffna,Jaffna,4.04,4.27,3.63,4.1,1,8,2024-10-16
H00472,Jetwing Blue Hambantota,Hambantota,2.45,1.98,2.37,1.69,11,4,2024-08-09
H00473,Cinnamon Grand Sigiriya,Sigiriya,2.83,1.89,2.49,2.64,6,0,2024-12-29
H00474,The Kandy House Sigiriya,Sigiriya,4.0,4.43,4.2,2.84,1,10,2024-02-03
H00475,Kings Pavilion Jaffna,Jaffna,3.4,2.58,3.57,3.76,12,6,2024-07-24
H00476,Lighthouse Hotel Polonnaruwa,Polonnaruwa,2.17,1.27,1.41,2.46,5,6,2024-02-23
H00477,Kings Pavilion Hambantota,Hambantota,3.21,3.82,3.41,3.37,4,1,2024-10-15
H00478,The Kandy House Mannar,Mannar,2.87,2.13,2.91,2.23,15,1,2024-06-20
H00479,Villa Rosa Kandy,Kandy,2.4,3.04,2.84,2.03,1,10,2024-03-25
H00480,Amangalla Mirissa,Mirissa,3.75,3.05,4.34,3.6,11,3,2024-03-22
H00481,98 Acres Resort Kalutara,Kalutara,2.24,2.86,2.75,2.68,10,8,2024-06-30
H00482,Villa Rosa Jaffna,Jaffna,3.84,4.14,3.31,4.16,1,5,2024-10-17
H00483,Villa Rosa Jaffna,Jaffna,1.52,1.16,1.66,0.69,4,7,2024-10-02
H00484,98 Acres Resort Kilinochchi,Kilinochchi,3.96,4.82,4.38,2.86,6,0,2024-12-25
H00485,Villa Rosa Matale,Matale,1.6,1.08,1.03,1.31,12,0,2024-12-30
H00486,Cinnamon Grand Puttalam,Puttalam,2.31,3.18,2.24,1.14,12,10,2024-10-07
H00487,Villa Rosa Anuradhapura,Anuradhapura,3.53,3.51,3.87,2.78,0,4,2024-06-16
H00488,Villa Rosa Matara,Matara,3.26,3.87,3.65,3.4,0,8,2024-01-20
H00489,Villa Rosa Anuradhapura,Anuradhapura,1.53,0.91,1.13,1.93,10,6,2024-10-11
H00490,Araliya Beach Ratnapura,Ratnapura,3.42,3.8,3.76,3.77,8,7,2024-11-15
H00491,Araliya Beach Kilinochchi,Kilinochchi,3.17,2.65,3.75,2.29,3,4,2024-03-07
H00492,Kings Pavilion Colombo,Colombo,2.44,1.64,2.77,1.86,11,5,2024-11-24
H00493,98 Acres Resort Anuradhapura,Anuradhapura,4.52,4.52,4.77,4.38,11,3,2024-02-21
H00494,Araliya Beach Batticaloa,Batticaloa,3.18,3.18,2.89,2.91,0,1,2024-01-06
H00495,Tintagel Colombo Kandy,Kandy,3.07,4.07,3.08,1.96,5,10,2024-09-11
H00496,Lighthouse Hotel Matale,Matale,4.32,4.54,4.1,4.43,2,1,2024-08-12
H00497,Tintagel Colombo Ella,Ella,4.59,5.27,4.12,4.34,10,10,2024-04-22
H00498,Kings Pavilion Badulla,Badulla,2.15,1.82,2.24,2.22,1,7,2024-10-09
H00499,Villa Rosa Galle,Galle,4.71,4.28,4.02,4.76,8,1,2024-08-13
H00500,Kings Pavilion Matale,Matale,4.87,4.75,4.42,3.76,7,9,2024-11-27
H00501,Villa Rosa Gampaha,Gampaha,2.03,1.68,2.64,2.28,9,3,2024-09-21
H00502,Amangalla Anuradhapura,Anuradhapura,2.38,2.8,2.39,2.4,12,0,2024-05-03
H00503,Tintagel Colombo Gampaha,Gampaha,1.76,1.1,1.94,2.05,13,1,2024-10-04
H00504,Jetwing Blue Kalutara,Kalutara,2.26,2.15,3.05,1.4,10,9,2024-06-27
H00505,The Kandy House Nuwara_Eliya,Nuwara_Eliya,3.15,2.36,3.54,2.8,2,6,2024-11-14
H00506,98 Acres Resort Kurunegala,Kurunegala,4.49,3.97,4.71,4.28,10,9,2024-03-09
H00507,The Kandy House Kilinochchi,Kilinochchi,3.68,4.49,3.39,3.45,8,7,2024-08-16
H00508,Araliya Beach Kilinochchi,Kilinochchi,1.6,0.96,1.18,1.0,7,0,2024-07-09
H00509,Lighthouse Hotel Galle,Galle,2.82,3.31,2.13,2.78,4,9,2024-12-11
H00510,98 Acres Resort Vavuniya,Vavuniya,2.07,1.84,2.25,2.11,5,10,2024-01-06
H00511,Cinnamon Grand Nuwara_Eliya,Nuwara_Eliya,3.41,2.45,3.08,2.97,5,10,2024-12-01
H00512,Kings Pavilion Kandy,Kandy,4.63,4.56,4.69,3.52,0,2,2024-07-29
H00513,Araliya Beach Kandy,Kandy,2.48,2.39,1.82,1.72,2,9,2024-04-04
H00514,Amangalla Trincomalee,Trincomalee,2.61,2.79,2.56,1.67,10,1,2024-11-17
H00515,Araliya Beach Vavuniya,Vavuniya,3.76,3.28,3.43,3.94,11,0,2024-02-10
H00516,Lighthouse Hotel Kurunegala,Kurunegala,4.23,4.25,4.53,3.83,9,8,2024-08-24
H00517,Cinnamon Grand Matale,Matale,3.11,3.07,3.51,2.75,15,0,2024-02-29
H00518,Lighthouse Hotel Ampara,Ampara,2.98,3.36,2.45,1.96,10,6,2024-05-18
H00519,Cinnamon Grand Badulla,Badulla,2.65,1.86,1.89,1.87,7,0,2024-08-03
H00520,Araliya Beach Kandy,Kandy,2.94,3.1,2.21,1.77,13,1,2024-10-31
H00521,98 Acres Resort Vavuniya,Vavuniya,3.95,4.88,3.58,3.09,4,3,2024-11-30
H00522,Amangalla Kandy,Kandy,3.92,4.76,3.79,2.99,11,10,2024-11-21
H00523,Lighthouse Hotel Batticaloa,Batticaloa,3.0,2.46,3.29,3.44,12,3,2024-02-25
H00524,Cinnamon Grand Sigiriya,Sigiriya,1.65,1.09,2.16,1.84,3,2,2024-04-30
H00525,Kings Pavilion Colombo,Colombo,3.48,3.87,2.78,3.12,1,8,2024-07-11
H00526,The Kandy House Mannar,Mannar,2.39,2.92,2.39,1.56,1,0,2024-01-19
H00527,Jetwing Blue Negombo,Negombo,2.82,2.09,3.13,2.91,0,3,2024-11-13
H00528,Villa Rosa Matara,Matara,2.75,2.59,3.48,2.38,13,0,2024-04-15
H00529,Araliya Beach Kandy,Kandy,1.57,2.47,1.7,0.69,5,0,2024-07-08
H00530,Cinnamon Grand Sigiriya,Sigiriya,4.86,4.02,4.72,4.37,5,3,2024-10-07
H00531,Jetwing Blue Batticaloa,Batticaloa,3.31,2.35,3.83,3.35,3,5,2024-11-30
H00532,The Kandy House Gampaha,Gampaha,3.64,2.8,4.23,2.64,5,8,2024-01-05
H00533,Villa Rosa Ratnapura,Ratnapura,1.56,0.72,1.96,1.55,1,0,2024-11-03
H00534,Kings Pavilion Monaragala,Monaragala,4.98,4.76,5.71,3.95,8,2,2024-04-14
H00535,Amangalla Batticaloa,Batticaloa,2.29,1.79,1.75,2.39,6,10,2024-08-17
H00536,The Kandy House Kegalle,Kegalle,1.62,2.11,1.43,1.16,9,1,2024-06-22
H00537,Tintagel Colombo Ampara,Ampara,2.25,1.5,1.72,2.28,0,7,2024-12-07
H00538,Lighthouse Hotel Kalutara,Kalutara,1.72,1.4,1.33,1.57,12,1,2024-12-19
H00539,Tintagel Colombo Galle,Galle,2.15,1.63,1.9,1.95,6,3,2024-06-27
H00540,Jetwing Blue Monaragala,Monaragala,4.53,4.62,4.8,3.34,0,5,2024-11-22
H00541,98 Acres Resort Kilinochchi,Kilinochchi,3.08,3.78,3.21,3.4,6,9,2024-07-05
H00542,Amangalla Mirissa,Mirissa,4.31,4.8,4.44,4.17,9,8,2024-09-28
H00543,The Kandy House Ampara,Ampara,4.02,3.4,4.41,3.89,10,7,2024-07-11
H00544,98 Acres Resort Kalutara,Kalutara,1.62,0.66,1.82,1.68,3,4,2024-03-17
H00545,Amangalla Hambantota,Hambantota,1.82,0.96,2.6,0.65,4,5,2024-04-08
H00546,Cinnamon Grand Anuradhapura,Anuradhapura,2.12,1.82,2.16,1.73,5,2,2024-07-18
H00547,Lighthouse Hotel Polonnaruwa,Polonnaruwa,4.37,3.93,4.94,3.47,15,8,2024-08-28
H00548,98 Acres Resort Gampaha,Gampaha,1.72,1.79,2.17,1.58,0,8,2024-02-18
H00549,Kings Pavilion Kalutara,Kalutara,1.72,2.36,1.96,0.54,10,6,2024-04-29
